DATATIME,WINDSPEED,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,WINDPOWER
2022/8/12 16:45:00.000,3.2,257,19.9,69,821,146.000497
2022/8/12 17:00:00.000,3,262,19.6,71,821,308.4945422
2022/8/12 17:15:00.000,2.9,264,19.5,72,821,190.6801774
2022/8/12 17:30:00.000,2.8,262,19.4,72,821,156.6354585
2022/8/12 17:45:00.000,2.8,262,19.4,72,821,72.77005712
2022/8/12 18:00:00.000,2.7,260,19.3,72,821,325.6817727
2022/8/12 18:15:00.000,2.6,261,19.1,73,821,262.3070853
2022/8/12 18:30:00.000,2.3,268,18.6,75,821,162.1306394
2022/8/12 18:45:00.000,2,270,18.2,77,821,72.50133516
2022/8/12 19:00:00.000,1.7,280,17.7,79,821,360.2090393
2022/8/12 19:15:00.000,1.6,288,17.3,81,821,112.159448
2022/8/12 19:30:00.000,1.3,297,16.8,83,821,135.6018495
2022/8/12 19:45:00.000,1.1,308,16.3,84,822,63.39873232
2022/8/12 20:00:00.000,1,323,15.8,86,822,114.289629
2022/8/12 20:15:00.000,1,336,15.4,87,822,48.84858977
2022/8/12 20:30:00.000,0.9,342,15.3,88,822,194.4017629
2022/8/12 20:45:00.000,0.8,346,15.2,89,822,193.440753
2022/8/12 21:00:00.000,0.8,353,15.1,90,822,270.6094654
2022/8/12 21:15:00.000,0.8,353,14.9,91,822,124.9882861
2022/8/12 21:30:00.000,0.8,353,14.6,92,822,104.1544458
2022/8/12 21:45:00.000,0.9,0,14.3,93,822,190.5808701
2022/8/12 22:00:00.000,0.9,0,14,94,822,134.3261918
2022/8/12 22:15:00.000,0.9,0,13.9,94,822,15.47717908
2022/8/12 22:30:00.000,0.8,0,13.8,94,822,42.31546568
2022/8/12 22:45:00.000,0.8,0,13.7,95,822,221.3157704
2022/8/12 23:00:00.000,0.7,0,13.6,95,822,30.20241469
2022/8/12 23:15:00.000,0.7,0,13.4,95,822,120.3152645
2022/8/12 23:30:00.000,0.6,9,13.2,95,822,120.7618165
2022/8/12 23:45:00.000,0.6,18,13.1,96,822,371.4785201
2022/8/13 0:00:00.000,0.4,243,14,94,822,389.1450599
2022/8/13 0:15:00.000,0.4,243,13.9,94,822,235.732104
2022/8/13 0:30:00.000,0.5,248,13.8,94,822,277.4667609
2022/8/13 0:45:00.000,0.7,243,13.8,94,822,55.60014569
2022/8/13 1:00:00.000,0.8,247,13.7,94,822,32.88046875
2022/8/13 1:15:00.000,0.9,249,13.7,94,822,298.1220663
2022/8/13 1:30:00.000,1,259,13.7,93,822,113.3725739
2022/8/13 1:45:00.000,1.1,265,13.8,93,821,363.9116913
2022/8/13 2:00:00.000,1.3,270,13.8,92,821,182.6008557
2022/8/13 2:15:00.000,1.5,274,13.8,92,821,222.2600926
2022/8/13 2:30:00.000,1.6,284,13.7,92,821,57.20162308
2022/8/13 2:45:00.000,1.8,289,13.6,93,821,210.0228075
2022/8/13 3:00:00.000,2,297,13.5,93,821,399.3228803
2022/8/13 3:15:00.000,2.1,298,13.5,93,821,366.8718793
2022/8/13 3:30:00.000,2.2,300,13.4,94,821,37.37901204
2022/8/13 3:45:00.000,2.2,304,13.3,94,821,371.7057895
2022/8/13 4:00:00.000,2.2,306,13.2,95,821,346.3014036
2022/8/13 4:15:00.000,2.1,307,13.1,95,821,28.56368354
2022/8/13 4:30:00.000,2,315,13,95,821,8.751703228
2022/8/13 4:45:00.000,1.9,324,12.9,96,821,40.9686868
2022/8/13 5:00:00.000,1.8,333,12.8,96,821,161.6710412
2022/8/13 5:15:00.000,1.7,339,12.7,96,821,259.3099045
2022/8/13 5:30:00.000,1.6,346,12.7,96,821,322.7721356
2022/8/13 5:45:00.000,1.6,356,12.8,95,821,219.0587884
2022/8/13 6:00:00.000,1.6,0,12.8,95,821,260.5684444
2022/8/13 6:15:00.000,1.5,8,13.2,94,821,158.0100241
2022/8/13 6:30:00.000,1.3,13,13.9,92,821,40.51288769
2022/8/13 6:45:00.000,1.3,18,14.6,90,822,248.3590775
2022/8/13 7:00:00.000,1.1,27,15.3,88,822,216.8393386
2022/8/13 7:15:00.000,1,37,15.9,86,822,207.6106807
2022/8/13 7:30:00.000,0.8,45,16.6,83,822,88.62638687
2022/8/13 7:45:00.000,0.8,67,17.3,80,822,300.6986669
2022/8/13 8:00:00.000,0.7,82,18,77,822,204.1103727
2022/8/13 8:15:00.000,0.8,90,18.6,74,822,71.24547699
2022/8/13 8:30:00.000,0.9,96,19.1,71,822,201.8517475
2022/8/13 8:45:00.000,1,101,19.6,68,822,189.8678865
2022/8/13 9:00:00.000,1.1,105,20.1,65,822,314.306354
2022/8/13 9:15:00.000,1.3,108,20.5,62,822,204.4275282
2022/8/13 9:30:00.000,1.4,111,20.8,61,822,325.7842577
2022/8/13 9:45:00.000,1.5,110,21.2,59,822,32.0232623
2022/8/13 10:00:00.000,1.6,112,21.5,58,822,242.619353
2022/8/13 10:15:00.000,1.5,113,21.9,56,822,357.5364042
2022/8/13 10:30:00.000,1.4,115,22.2,55,822,162.3611908
2022/8/13 10:45:00.000,1.3,119,22.5,53,822,57.18703654
2022/8/13 11:00:00.000,1.2,121,22.8,52,822,175.4870329
2022/8/13 11:15:00.000,1.1,124,23,51,822,61.6733936
2022/8/13 11:30:00.000,1.2,125,23.1,50,822,167.8810491
2022/8/13 11:45:00.000,1.3,122,23.2,49,822,126.1904914
2022/8/13 12:00:00.000,1.4,124,23.3,48,822,370.3130292
2022/8/13 12:15:00.000,1.4,124,23.5,48,822,179.4159336
2022/8/13 12:30:00.000,1.6,125,23.7,47,822,395.3614115
2022/8/13 12:45:00.000,1.6,125,23.8,47,822,370.1798673
2022/8/13 13:00:00.000,1.7,126,24,46,822,188.4634656
2022/8/13 13:15:00.000,1.8,128,24.1,46,822,360.0841884
2022/8/13 13:30:00.000,1.8,131,24.1,46,822,205.6541165
2022/8/13 13:45:00.000,1.9,133,24.2,46,821,72.19812741
2022/8/13 14:00:00.000,2,135,24.2,46,821,108.4989159
2022/8/13 14:15:00.000,2.1,137,24.2,46,821,210.8396574
2022/8/13 14:30:00.000,2.1,141,24.2,46,821,274.9744449
2022/8/13 14:45:00.000,2.1,145,24.3,46,821,272.3755374
2022/8/13 15:00:00.000,2.1,149,24.3,46,821,228.6524435
2022/8/13 15:15:00.000,2.1,155,24.2,46,821,204.2677546
2022/8/13 15:30:00.000,2.2,158,24.1,47,821,84.36464834
2022/8/13 15:45:00.000,2.3,162,23.9,48,821,167.9061981
2022/8/13 16:00:00.000,2.4,165,23.8,49,821,22.23966777
2022/8/13 16:15:00.000,2.5,169,23.6,50,821,202.0535567
2022/8/13 16:30:00.000,2.9,168,23.3,52,821,77.10016555
2022/8/13 16:45:00.000,3.1,169,23,53,821,368.2576935
2022/8/13 17:00:00.000,3.4,168,22.7,55,821,204.9879347
2022/8/13 17:15:00.000,3.5,168,22.3,58,821,270.9414962
2022/8/13 17:30:00.000,3.6,169,21.9,61,821,97.16009942
2022/8/13 17:45:00.000,3.7,169,21.6,64,822,334.9551018
2022/8/13 18:00:00.000,3.8,169,21.2,67,822,525.2663636
2022/8/13 18:15:00.000,3.6,171,20.7,70,822,631.9081818
2022/8/13 18:30:00.000,3.4,173,20.1,74,822,389.197256
2022/8/13 18:45:00.000,3.3,175,19.6,78,822,5.377235413
2022/8/13 19:00:00.000,3.1,178,19,82,822,311.622207
2022/8/13 19:15:00.000,2.9,178,18.6,85,822,299.8003795
2022/8/13 19:30:00.000,2.6,176,18.3,86,822,288.1965232
2022/8/13 19:45:00.000,2.3,173,18.1,87,822,135.0618828
2022/8/13 20:00:00.000,2,169,17.8,88,822,152.2054234
2022/8/13 20:15:00.000,2,165,17.6,89,822,119.5326518
2022/8/13 20:30:00.000,1.9,159,17.4,90,822,75.73426694
2022/8/13 20:45:00.000,1.9,155,17.2,91,823,125.1054419
2022/8/13 21:00:00.000,1.9,148,17,92,823,30.17160607
2022/8/13 21:15:00.000,1.9,145,16.9,92,823,168.704393
2022/8/13 21:30:00.000,1.9,141,16.8,93,823,262.7440566
2022/8/13 21:45:00.000,1.9,137,16.8,93,823,143.5489567
2022/8/13 22:00:00.000,1.9,133,16.7,94,823,84.41127055
2022/8/13 22:15:00.000,1.8,131,16.6,94,823,223.943072
2022/8/13 22:30:00.000,1.8,135,16.5,95,823,160.3503549
2022/8/13 22:45:00.000,1.8,137,16.3,95,822,131.7312762
2022/8/13 23:00:00.000,1.8,142,16.2,96,822,10.776477
2022/8/13 23:15:00.000,1.8,139,16.1,96,822,159.7872852
2022/8/13 23:30:00.000,1.9,137,16,96,822,117.0314801
2022/8/13 23:45:00.000,2,135,15.9,97,822,187.3088933
2022/8/14 0:00:00.000,3.6,171,15.8,78,823,750.7109091
2022/8/14 0:15:00.000,3.7,171,15.8,79,823,1179.149091
2022/8/14 0:30:00.000,3.7,172,15.8,80,823,1357.820909
2022/8/14 0:45:00.000,3.8,173,15.7,81,822,1535.557273
2022/8/14 1:00:00.000,3.8,174,15.7,82,822,1714.229091
2022/8/14 1:15:00.000,3.8,174,15.7,84,822,1895.707273
2022/8/14 1:30:00.000,3.7,172,15.8,86,822,2079.991818
2022/8/14 1:45:00.000,3.6,172,15.9,87,821,2265.211818
2022/8/14 2:00:00.000,3.6,170,16,89,821,2449.496364
2022/8/14 2:15:00.000,3.6,169,16,91,821,2431.722727
2022/8/14 2:30:00.000,3.6,166,16,92,821,2211.890909
2022/8/14 2:45:00.000,3.7,164,16.1,93,821,1992.059091
2022/8/14 3:00:00.000,3.8,162,16.1,94,821,1772.227273
2022/8/14 3:15:00.000,3.9,162,16.1,95,821,1618.812727
2022/8/14 3:30:00.000,4,164,16.1,96,821,1531.815455
2022/8/14 3:45:00.000,4,166,16.2,96,820,1445.753636
2022/8/14 4:00:00.000,4.1,167,16.2,97,820,1358.756364
2022/8/14 4:15:00.000,4.2,170,16.2,97,820,1542.105455
2022/8/14 4:30:00.000,4.4,175,16.3,97,820,1994.865455
2022/8/14 4:45:00.000,4.7,178,16.3,98,820,2447.625455
2022/8/14 5:00:00.000,5,180,16.4,98,820,2900.385455
2022/8/14 5:15:00.000,5.2,181,16.4,98,820,3428.917273
2022/8/14 5:30:00.000,5.3,182,16.4,98,820,4032.285455
2022/8/14 5:45:00.000,5.4,183,16.5,99,819,4635.653636
2022/8/14 6:00:00.000,5.5,184,16.5,99,819,5239.021818
2022/8/14 6:15:00.000,5.5,184,16.5,99,819,5776.908182
2022/8/14 6:30:00.000,5.6,184,16.6,99,819,6251.183636
2022/8/14 6:45:00.000,5.7,183,16.6,99,819,6725.459091
2022/8/14 7:00:00.000,5.8,183,16.7,99,819,7199.734545
2022/8/14 7:15:00.000,5.8,185,16.7,99,819,7746.04
2022/8/14 7:30:00.000,6,188,16.7,99,819,8364.375455
2022/8/14 7:45:00.000,6,191,16.7,99,819,8983.646364
2022/8/14 8:00:00.000,6.2,193,16.7,99,819,9601.981818
2022/8/14 8:15:00.000,6.2,193,16.7,99,819,10093.09545
2022/8/14 8:30:00.000,6.2,188,16.7,99,819,10455.11636
2022/8/14 8:45:00.000,6.1,185,16.6,99,819,10817.13727
2022/8/14 9:00:00.000,6.2,180,16.6,99,819,11179.15818
2022/8/14 9:15:00.000,6.3,179,16.6,99,819,11297.02545
2022/8/14 9:30:00.000,6.6,180,16.7,99,819,11172.61
2022/8/14 9:45:00.000,6.9,180,16.8,98,819,11048.19455
2022/8/14 10:00:00.000,7.2,180,16.9,98,819,10923.77909
2022/8/14 10:15:00.000,7.3,180,16.8,98,819,10764.75182
2022/8/14 10:30:00.000,7.2,180,16.6,98,819,10572.04818
2022/8/14 10:45:00.000,7.1,180,16.3,98,818,10380.28
2022/8/14 11:00:00.000,7,180,16.1,98,818,10187.57636
2022/8/14 11:15:00.000,7,179,15.9,98,818,9995.808182
2022/8/14 11:30:00.000,6.9,178,15.7,98,818,9804.975455
2022/8/14 11:45:00.000,6.8,175,15.6,99,817,9615.078182
2022/8/14 12:00:00.000,6.7,173,15.4,99,817,9424.245455
2022/8/14 12:15:00.000,6.8,172,15.4,99,817,9369.989091
2022/8/14 12:30:00.000,7,173,15.5,98,817,9452.309091
2022/8/14 12:45:00.000,7.3,173,15.6,97,817,9533.693636
2022/8/14 13:00:00.000,7.5,173,15.7,96,817,9616.013636
2022/8/14 13:15:00.000,7.5,175,15.9,95,817,9771.299091
2022/8/14 13:30:00.000,7.4,178,16.2,94,817,9998.614545
2022/8/14 13:45:00.000,7.4,180,16.6,93,816,10225.93
2022/8/14 14:00:00.000,7.3,182,16.9,92,816,10453.24545
2022/8/14 14:15:00.000,7.2,186,17,92,816,10200.67273
2022/8/14 14:30:00.000,7.1,188,16.9,93,816,9469.147273
2022/8/14 14:45:00.000,7,191,16.7,94,815,8738.557273
2022/8/14 15:00:00.000,6.9,193,16.6,95,815,8007.031818
2022/8/14 15:15:00.000,6.8,194,16.5,95,815,7071.577273
2022/8/14 15:30:00.000,6.7,195,16.6,94,815,5931.258182
2022/8/14 15:45:00.000,6.6,194,16.6,94,815,4790.939091
2022/8/14 16:00:00.000,6.5,194,16.7,93,815,3650.62
2022/8/14 16:15:00.000,6.4,195,16.7,93,815,3024.800909
2022/8/14 16:30:00.000,6.5,197,16.6,94,815,2913.481818
2022/8/14 16:45:00.000,6.5,199,16.6,94,814,2802.162727
2022/8/14 17:00:00.000,6.6,200,16.5,95,814,2690.843636
2022/8/14 17:15:00.000,6.6,201,16.5,95,814,2439.206364
2022/8/14 17:30:00.000,6.3,202,16.4,96,814,2045.38
2022/8/14 17:45:00.000,6.1,203,16.4,96,814,1651.553636
2022/8/14 18:00:00.000,5.8,204,16.3,97,814,1257.727273
2022/8/14 18:15:00.000,5.6,205,16.3,97,814,749.7754545
2022/8/14 18:30:00.000,5.4,208,16.2,97,814,5.493941263
2022/8/14 18:45:00.000,5.2,210,16.1,98,815,262.8569921
2022/8/14 19:00:00.000,5,213,16,98,815,141.7029266
2022/8/14 19:15:00.000,4.9,215,16,98,815,367.3749866
2022/8/14 19:30:00.000,4.9,217,16,98,815,145.176087
2022/8/14 19:45:00.000,4.8,218,15.9,99,815,262.1213576
2022/8/14 20:00:00.000,4.8,220,15.9,99,815,136.7013256
2022/8/14 20:15:00.000,4.8,223,15.9,99,815,20.39179564
2022/8/14 20:30:00.000,4.8,228,15.9,99,815,136.9023511
2022/8/14 20:45:00.000,4.8,233,16,99,815,391.011166
2022/8/14 21:00:00.000,4.9,238,16,99,815,267.6022362
2022/8/14 21:15:00.000,5,242,16.1,99,815,176.8076895
2022/8/14 21:30:00.000,5.1,248,16.2,99,815,76.90248713
2022/8/14 21:45:00.000,5.2,254,16.3,98,815,24.05094735
2022/8/14 22:00:00.000,5.4,259,16.4,98,815,298.6890383
2022/8/14 22:15:00.000,5.6,264,16.4,98,815,314.2264716
2022/8/14 22:30:00.000,5.7,269,16.4,98,815,285.0156471
2022/8/14 22:45:00.000,5.9,273,16.4,97,815,143.1703853
2022/8/14 23:00:00.000,6.1,278,16.4,97,815,723.5827273
2022/8/14 23:15:00.000,6.1,281,16.4,97,815,932.1890909
2022/8/14 23:30:00.000,6,285,16.4,97,815,1083.732727
2022/8/14 23:45:00.000,6.1,290,16.5,97,814,1236.211818
2022/8/15 0:00:00.000,5.9,320,16.2,97,815,3198.795455
2022/8/15 0:15:00.000,5.8,319,16,97,815,2925.642727
2022/8/15 0:30:00.000,5.7,316,15.9,97,815,2446.69
2022/8/15 0:45:00.000,5.6,313,15.7,97,815,1967.737273
2022/8/15 1:00:00.000,5.5,309,15.6,97,815,1488.784545
2022/8/15 1:15:00.000,5.6,307,15.5,97,815,1538.363636
2022/8/15 1:30:00.000,5.7,305,15.5,97,815,2115.539091
2022/8/15 1:45:00.000,6,303,15.5,97,814,2693.65
2022/8/15 2:00:00.000,6.1,302,15.5,97,814,3270.825455
2022/8/15 2:15:00.000,6.2,302,15.4,97,814,3768.487273
2022/8/15 2:30:00.000,6.4,303,15.2,96,814,4186.635455
2022/8/15 2:45:00.000,6.5,304,15.1,95,815,4603.848182
2022/8/15 3:00:00.000,6.7,306,14.9,94,815,5021.996364
2022/8/15 3:15:00.000,6.7,307,14.7,94,815,5430.79
2022/8/15 3:30:00.000,6.6,307,14.6,93,815,5830.229091
2022/8/15 3:45:00.000,6.7,308,14.5,93,815,6229.668182
2022/8/15 4:00:00.000,6.6,308,14.4,92,815,6629.107273
2022/8/15 4:15:00.000,6.6,308,14.2,92,815,6912.55
2022/8/15 4:30:00.000,6.7,309,14.1,92,815,7079.996364
2022/8/15 4:45:00.000,6.7,310,13.9,92,815,7246.507273
2022/8/15 5:00:00.000,6.8,310,13.8,92,815,7413.953636
2022/8/15 5:15:00.000,6.8,310,13.7,92,815,7798.425455
2022/8/15 5:30:00.000,6.8,311,13.7,92,815,8401.793636
2022/8/15 5:45:00.000,6.8,311,13.8,92,815,9005.161818
2022/8/15 6:00:00.000,6.8,313,13.8,92,815,9608.53
2022/8/15 6:15:00.000,6.9,313,14,92,815,10260.54182
2022/8/15 6:30:00.000,6.9,314,14.3,91,815,10962.13273
2022/8/15 6:45:00.000,7.1,314,14.6,90,815,11662.78818
2022/8/15 7:00:00.000,7.1,314,14.9,89,815,12364.37909
2022/8/15 7:15:00.000,7.2,315,15.3,88,815,13028.55182
2022/8/15 7:30:00.000,7.1,315,15.6,87,815,13655.30636
2022/8/15 7:45:00.000,7,314,15.9,85,816,14282.99636
2022/8/15 8:00:00.000,6.9,314,16.2,84,816,14909.75091
2022/8/15 8:15:00.000,6.9,314,16.5,82,816,15954.65364
2022/8/15 8:30:00.000,7.1,313,16.8,79,816,17417.70455
2022/8/15 8:45:00.000,7.4,314,17.1,77,816,18880.75545
2022/8/15 9:00:00.000,7.6,313,17.4,74,816,20343.80636
2022/8/15 9:15:00.000,7.8,313,17.8,72,816,21525.28545
2022/8/15 9:30:00.000,8,312,18.1,70,816,22425.19273
2022/8/15 9:45:00.000,8.1,312,18.4,67,816,23326.03545
2022/8/15 10:00:00.000,8.3,312,18.7,65,816,24225.94273
2022/8/15 10:15:00.000,8.5,311,18.9,63,816,25001.43455
2022/8/15 10:30:00.000,8.6,311,19.1,62,816,25651.57545
2022/8/15 10:45:00.000,8.9,311,19.4,60,817,26301.71636
2022/8/15 11:00:00.000,9,311,19.6,59,817,26951.85727
2022/8/15 11:15:00.000,9.2,311,19.8,58,817,27752.60636
2022/8/15 11:30:00.000,9.4,312,19.9,57,817,28702.09273
2022/8/15 11:45:00.000,9.6,312,20.1,56,817,29651.57909
2022/8/15 12:00:00.000,9.8,313,20.2,55,817,30601.06545
2022/8/15 12:15:00.000,9.8,313,20.2,56,817,31216.59455
2022/8/15 12:30:00.000,9.8,313,20,57,817,31499.10182
2022/8/15 12:45:00.000,9.8,313,19.7,58,817,31782.54455
2022/8/15 13:00:00.000,9.8,313,19.5,59,817,32065.05182
2022/8/15 13:15:00.000,9.8,313,19.4,60,817,32173.56455
2022/8/15 13:30:00.000,9.7,313,19.4,60,817,32108.08273
2022/8/15 13:45:00.000,9.6,313,19.3,61,817,32043.53636
2022/8/15 14:00:00.000,9.5,313,19.3,61,817,31978.05455
2022/8/15 14:15:00.000,9.3,314,19.3,61,817,31829.31727
2022/8/15 14:30:00.000,9.3,315,19.3,61,817,31596.38909
2022/8/15 14:45:00.000,9.1,316,19.3,61,817,31363.46091
2022/8/15 15:00:00.000,9.1,318,19.3,61,817,31130.53273
2022/8/15 15:15:00.000,9,319,19.2,61,817,31123.98455
2022/8/15 15:30:00.000,9,321,19,62,817,31343.81636
2022/8/15 15:45:00.000,9,322,18.9,63,818,31563.64818
2022/8/15 16:00:00.000,9,324,18.7,64,818,31783.48
2022/8/15 16:15:00.000,9,325,18.5,64,818,31680.58
2022/8/15 16:30:00.000,8.8,327,18.4,64,818,31255.88364
2022/8/15 16:45:00.000,8.6,328,18.3,65,818,30830.25182
2022/8/15 17:00:00.000,8.4,330,18.2,65,818,30405.55545
2022/8/15 17:15:00.000,8.3,332,18,65,818,29707.70636
2022/8/15 17:30:00.000,8.1,332,17.7,66,818,28735.76909
2022/8/15 17:45:00.000,8,333,17.5,67,819,27764.76727
2022/8/15 18:00:00.000,7.8,333,17.2,68,819,26792.83
2022/8/15 18:15:00.000,7.7,334,16.9,69,819,25890.11636
2022/8/15 18:30:00.000,7.6,334,16.6,70,819,25055.69091
2022/8/15 18:45:00.000,7.5,335,16.2,71,820,24222.20091
2022/8/15 19:00:00.000,7.4,335,15.9,72,820,23387.77545
2022/8/15 19:15:00.000,7.3,336,15.6,73,820,22678.70091
2022/8/15 19:30:00.000,7.3,337,15.3,74,820,22095.91273
2022/8/15 19:45:00.000,7.4,338,15,75,820,21512.18909
2022/8/15 20:00:00.000,7.3,338,14.7,76,820,20929.40091
2022/8/15 20:15:00.000,7.3,339,14.4,78,820,20329.77455
2022/8/15 20:30:00.000,7.2,340,14.2,79,820,19713.31
2022/8/15 20:45:00.000,7.1,340,13.9,80,821,19096.84545
2022/8/15 21:00:00.000,7,341,13.7,81,821,18480.38091
2022/8/15 21:15:00.000,7,342,13.5,82,821,17914.43091
2022/8/15 21:30:00.000,6.9,342,13.3,83,821,17398.99545
2022/8/15 21:45:00.000,6.9,343,13.2,84,821,16882.62455
2022/8/15 22:00:00.000,6.9,344,13,85,821,16367.18909
2022/8/15 22:15:00.000,6.8,345,12.9,85,821,15756.33727
2022/8/15 22:30:00.000,6.8,346,12.8,86,821,15050.06909
2022/8/15 22:45:00.000,6.9,347,12.7,87,822,14343.80091
2022/8/15 23:00:00.000,6.9,347,12.6,88,822,13637.53273
2022/8/15 23:15:00.000,6.8,349,12.5,88,822,12829.3
2022/8/15 23:30:00.000,6.7,351,12.4,88,822,11917.23182
2022/8/15 23:45:00.000,6.5,354,12.4,89,822,11005.16364
2022/8/16 0:00:00.000,4.3,357,11.6,91,822,1837.709091
2022/8/16 0:15:00.000,4.3,359,11.5,91,822,1175.407273
2022/8/16 0:30:00.000,4.2,0,11.4,91,822,526.2018182
2022/8/16 0:45:00.000,4.2,0,11.4,92,822,39.81749415
2022/8/16 1:00:00.000,4.1,1,11.3,92,822,226.8208175
2022/8/16 1:15:00.000,4,1,11.3,92,822,361.6338134
2022/8/16 1:30:00.000,3.9,0,11.2,93,822,299.231148
2022/8/16 1:45:00.000,3.8,0,11.2,93,823,288.0412157
2022/8/16 2:00:00.000,3.7,358,11.1,94,823,98.90136766
2022/8/16 2:15:00.000,3.6,358,11,94,823,211.5719161
2022/8/16 2:30:00.000,3.6,357,10.8,95,823,364.0720108
2022/8/16 2:45:00.000,3.6,355,10.7,95,823,91.97227217
2022/8/16 3:00:00.000,3.6,354,10.5,96,823,32.74679654
2022/8/16 3:15:00.000,3.6,354,10.4,96,823,61.0739404
2022/8/16 3:30:00.000,3.7,354,10.4,96,823,202.0433088
2022/8/16 3:45:00.000,3.8,353,10.3,97,823,69.82680771
2022/8/16 4:00:00.000,3.9,353,10.3,97,823,107.7534351
2022/8/16 4:15:00.000,3.9,353,10.3,97,823,240.3013033
2022/8/16 4:30:00.000,4,353,10.3,97,823,115.9585012
2022/8/16 4:45:00.000,4,353,10.3,96,823,175.234934
2022/8/16 5:00:00.000,4.1,353,10.3,96,823,117.0176392
2022/8/16 5:15:00.000,4.1,353,10.3,96,823,270.1328644
2022/8/16 5:30:00.000,4.2,353,10.2,96,823,370.9064862
2022/8/16 5:45:00.000,4.2,355,10.2,97,823,153.8975467
2022/8/16 6:00:00.000,4.3,355,10.1,97,823,169.3711713
2022/8/16 6:15:00.000,4.2,355,10.4,96,823,204.1340136
2022/8/16 6:30:00.000,4.1,354,10.9,94,823,201.636906
2022/8/16 6:45:00.000,4,356,11.4,91,824,223.143702
2022/8/16 7:00:00.000,3.9,356,11.9,89,824,133.7403431
2022/8/16 7:15:00.000,3.6,355,12.4,87,824,19.48095056
2022/8/16 7:30:00.000,3.3,357,13,84,824,329.5234585
2022/8/16 7:45:00.000,2.9,358,13.7,81,824,68.91679685
2022/8/16 8:00:00.000,2.6,0,14.3,78,824,126.8266693
2022/8/16 8:15:00.000,2.3,5,14.8,75,824,331.6591243
2022/8/16 8:30:00.000,2.2,13,15.3,72,824,225.6595762
2022/8/16 8:45:00.000,2.2,24,15.8,69,824,33.45545563
2022/8/16 9:00:00.000,2.2,34,16.3,66,824,182.6262566
2022/8/16 9:15:00.000,2.2,43,16.7,64,824,313.3056045
2022/8/16 9:30:00.000,2.1,53,17,62,824,305.4727516
2022/8/16 9:45:00.000,2.1,61,17.4,61,824,372.2989242
2022/8/16 10:00:00.000,2.1,71,17.7,59,824,295.449577
2022/8/16 10:15:00.000,2.1,79,18,58,824,199.7408542
2022/8/16 10:30:00.000,2.1,85,18.3,57,824,358.7010002
2022/8/16 10:45:00.000,2,90,18.6,56,824,15.23461313
2022/8/16 11:00:00.000,2,93,18.9,55,824,316.8730015
2022/8/16 11:15:00.000,1.9,96,19.1,54,824,226.5362738
2022/8/16 11:30:00.000,1.8,99,19.3,53,824,86.65675528
2022/8/16 11:45:00.000,1.7,100,19.6,52,824,324.4188896
2022/8/16 12:00:00.000,1.6,104,19.8,51,824,235.4478635
2022/8/16 12:15:00.000,1.6,108,20,51,824,311.8896148
2022/8/16 12:30:00.000,1.5,113,20.1,50,824,196.410787
2022/8/16 12:45:00.000,1.5,118,20.3,50,824,124.1405358
2022/8/16 13:00:00.000,1.4,124,20.4,49,824,28.01238183
2022/8/16 13:15:00.000,1.6,130,20.5,49,824,124.631088
2022/8/16 13:30:00.000,1.8,133,20.5,49,824,16.86042083
2022/8/16 13:45:00.000,1.8,135,20.5,49,823,228.5594223
2022/8/16 14:00:00.000,2.1,137,20.5,49,823,87.09626902
2022/8/16 14:15:00.000,2.2,141,20.5,49,823,335.3588942
2022/8/16 14:30:00.000,2.2,144,20.5,49,823,350.6038368
2022/8/16 14:45:00.000,2.2,148,20.6,49,823,16.24146322
2022/8/16 15:00:00.000,2.3,151,20.6,49,823,280.1775594
2022/8/16 15:15:00.000,2.2,156,20.6,49,823,161.5035001
2022/8/16 15:30:00.000,2.1,161,20.5,50,823,342.1236828
2022/8/16 15:45:00.000,1.9,168,20.4,50,823,329.4238464
2022/8/16 16:00:00.000,1.9,174,20.3,51,823,259.4454181
2022/8/16 16:15:00.000,1.9,180,20.2,51,823,319.0460787
2022/8/16 16:30:00.000,1.8,186,20.1,52,823,162.9908377
2022/8/16 16:45:00.000,1.8,193,20,52,823,183.6832737
2022/8/16 17:00:00.000,1.8,202,19.9,53,823,271.2424997
2022/8/16 17:15:00.000,1.9,201,19.8,54,823,328.16686
2022/8/16 17:30:00.000,2.2,193,19.5,57,823,168.6307491
2022/8/16 17:45:00.000,2.3,190,19.3,60,823,340.0427295
2022/8/16 18:00:00.000,2.6,184,19,63,823,312.5048572
2022/8/16 18:15:00.000,2.8,180,18.5,65,823,27.27539396
2022/8/16 18:30:00.000,2.9,178,17.8,67,823,276.6520862
2022/8/16 18:45:00.000,3,174,17,70,823,172.5410463
2022/8/16 19:00:00.000,3.1,171,16.3,72,823,7.286835664
2022/8/16 19:15:00.000,3.2,169,15.8,73,823,305.6751853
2022/8/16 19:30:00.000,3.1,169,15.5,73,823,361.819317
2022/8/16 19:45:00.000,2.9,168,15.3,72,823,399.9024192
2022/8/16 20:00:00.000,2.8,167,15,72,823,149.8531138
2022/8/16 20:15:00.000,2.6,169,14.8,72,823,137.5410134
2022/8/16 20:30:00.000,2.6,173,14.6,73,823,89.45790627
2022/8/16 20:45:00.000,2.7,176,14.3,73,824,180.1816214
2022/8/16 21:00:00.000,2.7,180,14.1,74,824,273.8393706
2022/8/16 21:15:00.000,2.7,182,13.9,74,824,48.93819288
2022/8/16 21:30:00.000,2.7,184,13.8,74,824,361.4129204
